Station,Site_Name,Agency_Name,Lat,Lon,SRadius,MERRALat,MERRALon,IDXi,IDXj,PS,QV10m,Q500,Q850,T10m,T500,T850,WIND,BCSMASS,DUSMASS25,OCSMASS,SO2SMASS,SO4SMASS,SSSMASS25,NISMASS25,TOTEXTTAU,UTC_DATE,UTC_TIME
35,Busan,,35.1795543,129.0756416,7.9,35.25,129.062,502,990,99879.18,7.30755,0.12787,0.0057427655,285.237,253.304,277.237,3.598,1.66871,4.6718,5.48314,35.77014,7.56221,2.22436,1.17022,0.771,20250410,1330
818EGY010001,Cairo,U.S. Department of State Egypt - Cairo,30.04147,31.23289,5.1,30.0,31.25,481,677,100058.414,4.34012,0.36349,0.0042696297,297.167,258.917,289.167,6.795,0.08599,3.8599,0.27591,1.51479,1.20903,0.65585,0.00065,0.089,20250410,1330
CC0090222,Calgary,,51.0814,-114.1403,5.0,51.0,-114.062,565,212,90573.59,3.05418,0.85778,0.0019348031,274.144,251.867,266.144,3.324,0.66659,0.66475,1.37472,20.66372,1.08422,0.01801,0.08577,0.147,20250410,1330
38,Canberra,,-35.2809368,149.1300092,7.0,-35.25,149.062,220,1054,93965.516,4.9389,1.18351,0.0053144232,290.318,258.538,282.318,2.113,0.83445,0.62549,8.65179,2.87353,0.82186,0.57529,0.00015,0.2,20250410,1330
39,Cape_Town,,-33.9248685,18.4240553,8.4,-34.0,18.438,225,636,99575.055,8.11933,0.77107,0.0070024976,302.327,261.273,294.327,3.513,0.28753,0.48241,1.20121,1.54573,0.57357,0.36438,5e-05,0.036,20250410,1330
40,Caracas,,10.4805937,-66.9036063,3.8,10.5,-66.875,403,363,100887.78,18.18835,3.36283,0.009796081,299.389,267.24,291.389,4.882,0.15267,7.88268,1.4706,0.25841,1.57899,10.62989,0.00256,0.138,20250410,1330
41,Cartagena,,10.3932277,-75.4832311,19.5,10.5,-75.625,403,335,100887.8,18.97441,2.52267,0.013597244,300.976,269.678,292.976,2.303,0.25955,8.67145,1.90292,1.179,2.53322,8.26469,0.00227,0.211,20250410,1330
42,Casablanca,,33.5731104,-7.5898434,11.6,33.5,-7.5,495,553,99396.2,11.3017,1.74045,0.0063482597,293.42,257.57,285.42,3.153,0.2856,6.81808,0.69735,19.13569,7.69005,1.02882,0.15804,0.48,20250410,1330
43,CATANO,,18.4465,66.1356,13.5,18.5,66.25,435,789,100645.6,18.59849,0.24827,0.0037471103,301.619,266.378,293.619,5.048,0.69073,3.58092,4.05103,0.35901,4.4672,6.26028,0.00198,0.39,20250410,1330
44,Ceiba__Vega_Baja,,18.4425245,-66.3562141,12.9,18.5,-66.25,435,365,101733.01,17.21591,0.37987,0.010909181,299.582,268.129,291.582,6.944,0.08002,5.64803,0.66028,0.18273,0.73651,7.76719,0.00042,0.127,20250410,1330
356DS1010002,Chennai,U.S. Department of State India - Chennai,13.08784,80.278475,10.2,13.0,80.312,413,834,100482.69,19.42583,1.85285,0.008586206,302.951,267.945,294.951,5.838,1.43356,2.31289,8.17373,13.80132,18.99472,4.79886,0.03549,0.693,20250410,1330
45,Chiang_Mai,,18.7883439,98.9853008,9.2,18.75,99.062,436,894,91664.28,11.90455,4.14881,0.011314167,299.498,268.617,291.498,1.361,3.91318,2.02044,45.9568,2.39786,11.67508,0.06277,0.01077,1.293,20250410,1330
498MLD010001,Chisinau,U.S. Department of State Moldova - Chisinau,47.021561,28.81938,8.7,47.0,28.75,549,669,99294.516,2.51657,0.29563,0.0019723866,275.238,239.201,267.238,9.207,0.09159,0.87046,0.34469,0.18008,0.56861,0.62393,1.13386,0.178,20250410,1330
46,Ciudad_Juarez,,31.6903638,-106.4245478,14.6,31.75,-106.562,488,236,87793.61,2.09217,0.21488,0.001532828,286.208,262.346,278.208,2.542,0.97666,4.3225,3.9384,6.90112,1.07172,0.17449,5e-05,0.064,20250410,1330
144CMB010001,Colombo,U.S. Department of State Sri Lanka - Colombo,6.909445,79.875341,17.3,7.0,80.0,389,833,98343.31,19.7713,1.35328,0.011164067,298.385,270.674,290.385,0.576,2.08919,2.28314,12.65759,7.48832,5.6964,6.0407,0.18648,0.534,20250410,1330
324GN1010001,Conakry,U.S. Department of State Guinea - Conakry,9.5951,-13.6364,19.6,9.75,-13.438,399,533,99695.32,15.40615,3.04152,0.014343491,307.51,267.833,299.51,1.935,2.23745,25.24393,21.894,2.00582,1.79172,1.64746,0.00078,0.674,20250410,1330
47,Copenhagen,,55.6760968,12.5683372,9.3,55.75,12.5,584,617,101379.86,4.5271,1.48442,0.0028627822,284.512,254.578,276.512,6.988,0.25564,1.4085,1.04438,0.85528,0.39633,0.62551,0.01746,0.117,20250410,1330
48,Cotonou,,6.3702928,2.3912362,18.0,6.25,2.5,386,585,100576.61,18.58998,2.76311,0.015000618,304.628,269.285,296.628,4.633,0.53415,28.09494,2.36375,0.12248,0.47036,2.72725,0.00044,0.424,20250410,1330
49,CULEBRA,,29.4874353,-98.6681378,8.0,29.5,-98.75,479,261,97989.88,9.10436,0.51109,0.0020060635,287.844,260.749,279.844,1.798,1.17128,2.4192,4.3624,0.98434,1.75989,1.60683,0.13213,0.123,20250410,1330
531CUR010001,Curacao,U.S. Department of State Curacao,12.16957,-68.99002,11.9,12.25,-69.062,410,356,101408.24,18.75891,2.95367,0.010628106,300.43,267.648,292.43,8.455,0.1223,7.55268,0.98405,0.19805,0.74319,10.26944,0.00054,0.195,20250410,1330
686SEN010001,Dakar,U.S. Department of State Senegal - Dakar,14.744791,-17.526484,5.1,14.75,-17.5,420,521,101225.734,13.70823,0.78735,0.004851816,293.27,266.172,285.27,4.146,0.00942,0.11306,0.10654,0.85427,0.66717,7.79747,0.00374,0.274,20250410,1330
51,Dar_es_Salaam,,-6.792354,39.2083284,16.8,-6.75,39.062,334,702,100811.64,19.80064,1.16886,0.012894213,301.621,269.938,293.621,5.704,0.02345,0.10178,0.28457,0.03763,0.25593,5.58585,0.00018,0.054,20250410,1330
682DRN010000,Dhahran,U.S. Department of State Saudi Arabia - Dhahran,26.2361248,50.0393017,4.2,26.25,50.0,466,737,100284.24,12.37626,0.16997,0.0052246293,300.579,265.745,292.579,4.631,0.45278,32.11715,3.67927,49.95507,25.60462,0.76068,0.05737,0.485,20250410,1330
DK1010001,Dhaka,U.S. Department of State Bangladesh - Dhaka,23.796374,90.424614,12.2,23.75,90.312,456,866,100191.73,11.13424,1.36354,0.009561798,305.452,266.153,297.452,2.275,1.24963,0.68271,9.5075,3.07165,1.6971,0.30645,0.00055,0.216,20250410,1330
52,Dili,,-8.5568557,125.5603143,9.5,-8.5,125.625,327,979,100814.914,17.65661,4.9981,0.014226606,301.708,268.922,293.708,0.911,0.10463,1.42663,1.40946,0.5347,0.8397,2.16059,0.0004,0.088,20250410,1330
53,Djibouti_City,,11.5720765,43.1456475,8.3,11.5,43.125,407,715,100631.17,17.57499,0.40436,0.002726845,300.289,268.327,292.289,1.165,0.56967,7.90182,3.62846,0.10385,5.74729,3.32169,0.00313,0.147,20250410,1330
634QA1010001,Doha,U.S. Department of State Qatar - Doha,25.3337,51.22953,5.1,25.25,51.562,462,741,100352.24,12.74247,0.3743,0.0034259995,299.344,266.155,291.344,5.092,0.24655,29.70153,1.69293,8.01645,14.58882,1.64107,0.0485,0.322,20250410,1330
55,Douala,,4.0510564,9.7678687,10.6,4.0,9.688,377,608,99763.47,18.65343,4.83741,0.01443668,299.942,267.915,291.942,0.621,1.0157,72.40357,5.84156,0.58393,1.89322,1.0224,0.00182,0.63,20250410,1330
784DB1010001,Dubai,U.S. Department of State UAE - Dubai,25.258481,55.309165,6.5,25.25,55.312,462,754,100111.3,7.93626,0.24423,0.0032324444,305.557,265.601,297.557,3.894,0.43239,25.93169,2.04831,4.9777,5.47405,1.05611,0.00121,0.234,20250410,1330
56,Dublin,,53.3498053,-6.2603097,11.1,53.25,-6.25,574,557,103099.375,6.32968,0.35846,0.0011145402,283.71,256.14,275.71,2.783,0.39338,2.4275,1.23076,1.47474,1.60742,0.91784,0.26695,0.103,20250410,1330
57,Durban,,-29.8586804,31.0218404,14.6,-29.75,30.938,242,676,100886.8,12.35447,0.39763,0.009187268,297.173,265.165,289.173,8.547,0.07955,0.19433,0.4287,0.22116,0.5634,5.48213,0.00864,0.087,20250410,1330
762DUS010001,Dushanbe,U.S. Department of State Tajikistan - Dushanbe,38.557671,68.775917,7.4,38.5,68.75,515,797,79577.86,7.1581,0.5245,--,283.992,259.306,275.992,1.191,0.2139,7.78729,1.09398,0.2603,1.17852,0.01232,0.01239,0.134,20250410,1330
58,Dusseldorf,,51.2277411,6.7734556,7.5,51.25,6.875,566,599,101482.31,5.14887,0.16735,0.0009531674,284.792,256.428,276.792,2.475,0.23593,1.9479,0.57429,6.5399,1.29087,1.40438,1.171,0.105,20250410,1330
59,Edinburgh,,55.953252,-3.188267,6.5,56.0,-3.125,585,567,101982.11,5.66889,0.59313,0.0009482184,290.159,256.229,282.159,4.42,0.28554,1.09283,1.64143,6.21028,1.30094,0.22489,0.00999,0.071,20250410,1330
60,Florence,,43.7695604,11.2558136,2.2,43.75,11.25,536,613,95414.88,5.81991,0.55467,0.005144806,286.654,255.363,278.654,1.224,0.63695,1.06699,2.05056,0.56178,2.22314,0.14784,3.26408,0.214,20250410,1330
61,Frankfurt_am_Main,,50.1109221,8.6821267,13.3,50.0,8.75,561,605,99846.86,4.63445,0.79271,0.002916736,285.201,255.588,277.201,2.235,0.20325,2.89578,0.69979,0.29022,2.00372,0.39305,0.81695,0.117,20250410,1330
62,Freetown,,8.4656765,-13.2317225,12.3,8.5,-13.125,395,535,100568.3,16.54322,2.17431,0.014168454,307.543,268.199,299.543,1.715,1.5218,20.22877,14.5173,0.73548,0.93723,0.75807,0.00032,0.432,20250410,1330
63,Fukuoka,,33.5901838,130.4016888,13.0,33.5,130.312,495,994,99593.55,10.7893,0.2593,0.0074095856,288.837,253.538,280.837,0.629,4.91234,22.41965,22.09758,12.22252,37.5649,4.84235,1.89807,1.409,20250410,1330
64,Gaborone,,-24.6282079,25.9231471,13.6,-24.75,25.938,262,660,90406.375,9.5978,0.20245,0.008313552,301.659,266.176,293.659,2.082,0.12978,1.58037,0.98535,0.31444,0.60004,0.07665,8e-05,0.047,20250410,1330
65,Gaziantep,,37.065953,37.37811,13.1,37.0,37.5,509,697,93369.96,4.0884,0.17559,0.0037834258,288.167,248.287,280.167,5.068,0.23405,6.50039,0.92534,3.13216,6.20719,0.97631,0.04039,0.24,20250410,1330
66,Geneva,,46.2043907,6.1431577,9.7,46.25,6.25,546,597,94692.266,4.46602,0.5413,0.0032673606,288.165,256.774,280.165,7.522,0.22743,4.03303,0.70983,0.53055,0.89444,0.14656,0.07987,0.071,20250410,1330
67,Georgetown,,6.8012793,-58.1551255,6.6,6.75,-58.125,388,391,101418.77,17.94491,1.88051,0.010723403,300.717,268.826,292.717,7.983,0.45129,23.55325,3.78231,0.09996,0.89204,11.98137,0.00022,0.309,20250410,1330
68,Guadalajara,,20.6596988,-103.3496092,13.6,20.75,-103.438,444,246,83459.01,4.61395,0.09797,--,285.959,265.133,277.959,2.553,0.41245,2.10493,2.52693,2.69865,0.90445,0.08129,0.06572,0.074,20250410,1330
156GZ1010001,Guangzhou,U.S. Department of State China - Guangzhou,23.116785,113.318088,19.6,23.25,113.125,453,940,100174.7,14.86918,2.23501,0.013246264,296.649,265.376,288.649,2.705,2.43643,2.22744,8.11851,52.56693,5.40308,1.48507,0.57454,0.516,20250410,1330
320GT1010001,Guatemala_City,U.S. Department of State Guatemala - Guatemala City,14.989397,-90.522408,18.0,14.75,-90.625,421,287,86296.125,10.184,0.1591,0.010004806,286.52,267.978,278.52,0.767,0.72257,1.49525,5.17408,0.08644,2.99798,3.74765,0.17041,0.226,20250410,1330
69,Guayaquil,,-2.1894128,-79.8890662,14.0,-2.25,-80.0,352,321,101388.51,18.162,5.15649,0.013643887,297.152,268.123,289.152,0.858,0.50994,4.77068,3.58409,28.20221,6.68384,3.65568,0.22014,0.207,20250410,1330
30113,Halifax,,44.647175,-63.573689,15.7,44.75,-63.438,540,374,101657.28,2.49048,0.09023,0.00079845043,274.16,244.677,266.16,2.705,0.05637,0.86436,0.44027,0.96771,0.62315,0.22433,0.01943,0.07,20250410,1330
71,Hamburg,,53.5510846,9.9936819,5.7,53.5,10.0,575,609,101891.56,5.63866,0.30843,0.002326751,287.319,255.189,279.319,5.69,0.16667,1.51057,0.66505,2.29773,1.24439,1.47543,0.53621,0.114,20250410,1330
72,Hamilton,,32.2945837,-64.7858887,10.5,32.25,-64.688,490,370,102222.69,14.06236,2.57306,0.0081911385,294.083,261.039,286.083,4.142,0.04923,1.73131,0.45488,0.20951,0.99761,6.70369,0.00113,0.166,20250410,1330
HN1010001,Hanoi,U.S. Department of State Vietnam - Hanoi,21.021939,105.818806,11.2,21.0,105.938,445,916,100282.484,16.53314,2.76637,0.01065184,295.852,268.306,287.852,3.001,2.92319,3.30423,21.93462,7.20338,10.53748,3.14305,1.36605,0.826,20250410,1330
73,Harare,,-17.8216288,31.0492259,14.3,-17.75,30.938,290,676,87098.71,12.86739,2.15696,0.012285784,301.07,268.677,293.07,2.137,0.27241,0.28226,1.55034,0.12158,1.07171,0.22273,0.00012,0.104,20250410,1330
74,Havana,,23.1135925,-82.3665956,18.6,23.0,-82.5,453,313,101887.86,11.24039,0.12582,0.0033883285,297.072,263.734,289.072,5.935,0.18757,2.39601,1.35277,1.86314,2.57906,2.27158,0.00116,0.142,20250410,1330
75,Helsinki,,60.1698557,24.9383791,9.5,60.25,25.0,602,657,100102.266,1.43946,0.7805,0.0010330833,274.744,248.04,266.744,2.254,0.11763,1.25505,0.48301,0.41135,0.31062,0.44308,0.02771,0.079,20250410,1330
76,Hermosillo,,29.0729673,-110.9559192,8.3,29.0,-110.938,477,222,97188.44,1.84577,0.18026,0.0015819091,296.124,262.862,288.124,2.139,0.07299,2.91143,0.85739,0.32868,0.28438,0.12447,4e-05,0.073,20250410,1330
704HC1010001,Ho_Chi_Minh_City,U.S. Department of State Vietnam - Ho Chi Minh,10.782773,106.700035,10.9,10.75,106.562,404,918,100344.125,17.97833,3.26742,0.013628323,299.673,270.043,291.673,2.711,1.12166,1.33283,8.20819,6.86398,3.05479,2.0788,0.0206,0.221,20250410,1330
77,Hong_Kong,,22.3193039,114.1693611,13.4,22.25,114.062,450,942,100670.7,14.55303,3.19632,0.010664668,295.135,265.457,287.135,1.503,0.83299,2.14922,4.15129,7.71793,2.65277,2.59284,0.38673,0.441,20250410,1330
356DS1010005,Hyderabad,U.S. Department of State India - Hyderabad,17.38405,78.45636,13.8,17.5,78.438,431,828,94348.92,9.98912,0.4334,0.007917429,307.479,265.585,299.479,1.664,2.14347,4.95274,12.79383,2.68739,8.62479,0.16258,0.00029,0.951,20250410,1330
5.86E+11,Islamabad,U.S. Department of State Pakistan - Islamabad,33.725614,73.11602,10.2,33.75,73.125,496,811,85122.72,9.04576,0.89446,0.007177712,294.174,260.441,286.174,1.668,1.58614,2.23548,10.7056,2.80617,6.96733,0.00742,0.16939,0.278,20250410,1330
78,Istanbul,,41.0082376,28.9783589,7.1,41.0,29.062,525,670,100789.98,4.81928,0.4734,0.0034806354,285.064,245.892,277.064,5.817,0.48198,0.73621,1.75959,8.95537,3.54233,0.90265,0.16122,0.215,20250410,1330
JK1010001,Jakarta,U.S. Department of State Indonesia - Jakarta,-6.236704,106.793244,5.6,-6.25,106.875,336,919,100906.81,17.59751,3.86946,0.012640707,302.159,268.996,294.159,0.829,2.11462,1.7218,14.06513,4.17928,10.18146,1.60762,0.02688,0.389,20250410,1330
682JDA010001,Jeddah,U.S. Department of State Saudi Arabia - Jeddah,21.543486,39.172989,13.5,21.5,39.062,447,702,99009.55,11.80868,1.28188,0.008398594,306.48,266.942,298.48,6.576,0.63132,24.3027,4.21198,17.96599,12.12934,5.40123,0.19996,0.447,20250410,1330
80,Jerusalem,,31.768319,35.21371,9.6,31.75,35.312,488,690,99801.83,4.8599,0.16908,0.00433156,293.351,253.508,285.351,6.922,0.0577,5.60827,0.26043,0.64774,1.1074,1.07529,0.00124,0.104,20250410,1330
81,Johannesburg,,-26.2041028,28.0473051,9.3,-26.25,28.125,256,667,84418.375,7.49829,0.08014,--,296.143,266.289,288.143,3.804,0.37557,1.44622,1.40736,10.14698,1.7128,0.07579,0.00218,0.057,20250410,1330
728OD1010001,Juba,U.S. Department of State South Sudan - Juba,4.859363,31.57125,12.2,4.75,31.562,380,678,94992.47,12.44798,2.21874,0.011495778,310.252,268.957,302.252,1.574,0.29433,4.46375,2.28871,0.01712,1.41445,0.15989,5e-05,0.153,20250410,1330
800KP1010001,Kampala,U.S. Department of State Uganda - Kampala,0.300225,32.591554,14.2,0.25,32.5,362,681,88327.1,15.6371,2.95136,0.014353221,299.64,269.14,291.64,3.603,0.6518,5.24711,4.03792,0.21818,1.58581,0.47039,0.00142,0.133,20250410,1330
82,Kaohsiung,,22.6272784,120.3014353,13.7,22.75,120.312,452,962,93838.38,13.16237,0.89183,0.010938948,293.037,265.637,285.037,0.998,2.33965,5.00872,18.11169,5.12961,13.04834,0.74036,1.40365,0.533,20250410,1330
586PK2010001,Karachi,U.S. Department of State Pakistan - Karachi,24.8415,67.0091,17.7,24.75,66.875,460,791,99239.555,13.02422,1.67771,0.0029346242,302.631,262.274,294.631,5.835,0.67318,11.43699,3.8831,11.70075,3.65345,3.76507,0.00588,0.246,20250410,1330
KM1010002,Kathmandu,U.S. Department of State Nepal - Kathmandu,27.712464,85.315703,3.8,27.75,85.312,472,850,70988.52,8.57423,3.01139,--,280.375,263.821,272.375,0.293,2.64794,1.12105,23.13294,2.3593,10.94638,0.07654,1.34621,0.563,20250410,1330
736SU1730002,Khartoum,U.S. Department of State Sudan - Khartoum,15.5006544,32.5598994,6.4,15.5,32.5,423,681,95484.44,3.9791,2.39859,0.003844733,315.335,268.123,307.335,3.781,0.13071,40.85463,0.89486,0.1696,1.37523,0.21342,0.01523,0.362,20250410,1330
646KYI010001,Kigali,,-1.936231,30.077952,9.3,-2.0,30.0,353,673,83947.0,13.61575,3.26639,--,298.495,268.653,290.495,2.066,0.37014,2.36254,1.97542,0.10464,0.49971,0.08396,0.00023,0.068,20250410,1330
86,Kingston,,18.0178743,-76.8099041,7.2,18.0,-76.875,433,331,100014.32,15.35585,0.58917,0.008259424,298.187,268.836,290.187,1.641,0.24695,3.44325,2.56749,0.1298,2.22943,6.22923,0.00317,0.144,20250410,1330
87,Kinshasa,,-4.4419311,15.2662931,8.2,-4.5,15.312,343,626,95404.01,14.71499,4.26492,0.013562141,305.592,267.597,297.592,1.103,0.28262,17.68378,2.50656,0.05015,0.28675,0.13697,6e-05,0.162,20250410,1330
88,Kirkuk,,35.4666329,44.3798895,3.7,35.5,44.375,503,719,93447.56,7.11425,1.55836,0.006615216,291.708,257.188,283.708,3.303,0.29236,34.95188,2.43165,1.53487,1.33171,0.19431,0.00492,0.582,20250410,1330
356DS1010003,Kolkata,U.S. Department of State India - Kolkata,22.56263,88.36304,11.1,22.5,88.438,451,860,100338.44,12.86505,2.28098,0.011303797,303.613,265.598,295.613,5.986,1.69933,0.73007,13.38665,1.30446,2.39475,3.1092,0.01337,0.32,20250410,1330
89,Krakow,,50.0646501,19.9449799,8.2,50.0,20.0,561,641,98966.12,2.05134,0.55674,0.0016772305,278.837,249.224,270.837,8.382,0.15786,1.53801,0.39887,1.8859,1.02673,1.01165,0.50844,0.149,20250410,1330
458MY1010001,Kuala_Lumpur,U.S. Department of State Malaysia - Kuala Lumpur,3.15675,101.72145,18.5,3.25,101.562,374,903,99002.04,20.09295,3.68868,0.014261948,299.421,270.21,291.421,1.101,1.02026,0.99164,9.95068,9.6189,4.98825,0.28406,0.36959,0.254,20250410,1330
414KC1010001,Kuwait_City,U.S. Department of State Kuwait - Kuwait City,29.292317,48.047679,19.9,29.5,48.125,478,731,100083.47,11.56264,2.44744,0.005019928,298.54,261.507,290.54,7.583,0.53826,39.5391,4.80316,10.9598,8.06451,2.42246,0.0461,0.922,20250410,1330
90,Kyiv,,50.4501,30.5234,9.1,50.5,30.625,563,675,99176.74,2.71913,0.2887,0.001870332,273.96,238.812,265.96,5.798,0.09945,0.63713,0.44379,0.16931,1.10169,0.75735,0.86259,0.138,20250410,1330
91,La_Paz,,-16.489689,-68.1192936,1.3,-16.5,-68.125,295,359,73746.43,8.60419,2.23566,--,286.636,268.141,278.636,0.911,0.16601,0.44081,1.83999,8.17818,1.06715,0.02206,0.00296,0.04,20250410,1330
566NI2010001,Lagos,U.S. Department of State Nigeria - Lagos,6.440483,3.406815,7.0,6.5,3.438,387,588,100381.39,18.92417,2.96101,0.014870165,304.66,269.322,296.66,1.162,1.1245,32.30845,5.77213,1.3015,0.86784,3.07919,0.00065,0.533,20250410,1330
586PK3010003,Lahore,U.S. Department of State Pakistan - Lahore,31.560078,74.33589,2.7,31.5,74.375,487,815,97410.72,7.38637,0.92044,0.0068897023,308.276,261.963,300.276,1.192,3.75983,5.66246,21.80872,14.84424,11.10007,0.00628,1e-05,0.647,20250410,1330
92,Leipzig,,51.3396955,12.3730747,13.3,51.25,12.5,566,617,101011.06,4.7559,0.12002,0.0040679625,285.811,254.385,277.811,2.481,0.22324,2.09456,0.94914,0.87127,2.47306,0.93472,1.1481,0.207,20250410,1330
266GAB010001,Libreville,U.S. Department of State Gabon - Libreville,0.4161976,9.4672676,13.9,0.5,9.375,363,607,100370.39,19.76888,4.81214,0.013172418,300.334,267.606,292.334,0.427,0.46669,29.55956,3.45006,0.06233,0.67125,1.27579,0.00034,0.268,20250410,1330
93,Lilongwe,,-13.9626121,33.7741195,4.9,-14.0,33.75,305,685,89938.0,13.56837,0.97915,0.012659384,301.264,269.021,293.264,3.913,0.14555,0.2268,1.15098,0.05407,0.39618,0.67663,9e-05,0.049,20250410,1330
604LM1010001,Lima,U.S. Department of State Peru - Lima,-12.0463731,-77.042754,16.6,-12.0,-77.188,313,330,85394.67,11.08922,3.94882,0.01096083,294.223,267.754,286.223,1.39,0.85113,2.07263,1.57071,9.8808,6.58893,0.30411,0.00577,0.225,20250410,1330
94,Lisbon,,38.7222524,-9.1393366,7.3,38.75,-9.062,516,548,100550.59,6.85683,0.99848,0.005698539,297.765,256.669,289.765,1.745,0.19945,9.72634,1.01066,1.52115,1.34364,0.72053,0.00057,0.301,20250410,1330
95,Ljubljana,,46.0569465,14.5057515,11.9,46.0,14.375,545,623,93833.734,3.88925,0.67902,0.0033834511,286.264,253.453,278.264,1.215,0.19507,3.38974,0.66734,0.09834,1.59676,0.17551,0.40796,0.156,20250410,1330
768TOG010001,Lome,U.S. Department of State Togo - Lome,6.185167,1.214166,14.1,6.25,1.25,386,581,100292.61,16.69676,2.12892,0.015309609,307.339,269.479,299.339,5.6,0.50464,28.30594,2.34056,0.07973,0.44029,1.75772,0.00029,0.408,20250410,1330
97,London,,51.5072178,-0.1275862,8.9,51.5,0.0,567,577,102241.39,5.82798,0.17413,0.002301979,287.113,256.715,279.113,1.018,0.2886,2.3854,0.85768,0.92443,2.15563,0.49423,0.35335,0.102,20250410,1330
98,Luanda,,-8.8146556,13.2301756,13.6,-8.75,13.125,326,619,100343.16,17.13942,4.53896,0.013903309,301.549,267.909,293.549,3.058,0.24659,18.15392,2.26357,0.13367,0.62423,1.77408,0.00042,0.175,20250410,1330
99,Lusaka,,-15.3875259,28.3228165,17.5,-15.5,28.438,299,668,88843.86,13.06249,1.46679,0.012188376,302.999,268.616,294.999,2.457,0.11394,0.78973,1.29571,0.55872,0.89352,0.29705,0.00068,0.064,20250410,1330
100,Luxembourg_City,,49.611621,6.1319346,15.1,49.5,6.25,559,597,98815.8,4.27664,0.86602,0.0027293258,286.731,256.261,278.731,1.652,0.1249,1.56847,0.34134,1.35137,1.38297,0.31165,0.07433,0.067,20250410,1330
101,Lyon,,45.764043,4.835659,11.6,45.75,4.688,544,592,99164.266,6.07582,0.5289,0.0041638147,291.133,256.744,283.133,5.122,0.2895,3.09443,1.25826,0.63969,1.14,0.1959,0.04008,0.084,20250410,1330
102,Madrid,,40.4167754,-3.7037902,10.0,40.5,-3.75,523,565,92161.66,6.2834,0.65491,0.005135435,293.278,256.813,285.278,3.386,0.12565,2.55398,0.56745,0.6054,0.87068,0.30157,0.00058,0.117,20250410,1330
103,Malabo,,3.7549606,8.7821344,3.6,3.75,8.75,376,605,99227.47,18.724,5.06844,0.014251667,299.506,268.043,291.506,2.634,0.92475,47.92724,5.30314,2.11734,1.26567,3.18972,0.00102,0.618,20250410,1330
104,Managua,,12.1149926,-86.2361744,12.9,12.0,-86.25,409,301,99906.54,12.61559,2.13191,0.009263435,298.819,269.075,290.819,3.855,0.16285,1.29108,2.07784,0.58709,0.92815,1.84445,0.00087,0.061,20250410,1330
048MNA010001,Manama,U.S. Department of State Bahrain - Manama,26.204697,50.570833,4.8,26.25,50.625,466,739,100364.24,13.30704,0.24674,0.0046905717,299.016,266.31,291.016,3.494,0.3782,32.78653,3.11902,17.70803,17.68838,0.99624,0.05498,0.439,20250410,1330
608PH1010001,Manila,U.S. Department of State Philippines - Manila,14.57711,120.9778,12.2,14.5,120.938,419,964,96892.05,16.6919,1.13822,0.014603858,299.219,269.153,291.219,0.918,0.96147,1.30189,9.05926,27.11952,2.9716,1.93437,0.04423,0.268,20250410,1330
508MAP010001,Maputo,U.S. Department of State Mozambique - Maputo,-25.90382,32.62835,8.1,-26.0,32.5,257,681,101361.766,14.96132,0.27318,0.009814599,299.568,266.964,291.568,8.689,0.2069,0.31692,1.55403,0.39634,0.92973,9.80958,0.00394,0.101,20250410,1330
107,Marseille,,43.296482,5.36978,6.9,43.25,5.312,534,594,97784.53,7.37552,0.14641,0.0060977493,292.237,256.008,284.237,4.032,0.63087,1.81267,2.64353,8.30094,3.78921,0.81669,0.03935,0.169,20250410,1330
108,Maseru,,-29.3150767,27.4869229,7.3,-29.25,27.5,244,665,83792.54,6.70171,0.40594,--,295.279,265.743,287.279,3.07,0.15253,0.23729,0.75351,0.19602,0.39212,0.07912,7e-05,0.027,20250410,1330
109,Matamoros,,25.8690294,-97.5027376,13.2,25.75,-97.5,464,265,102002.625,10.82982,0.41011,0.0036533612,294.325,261.437,286.325,4.892,0.08927,2.48933,0.73849,0.26033,0.71071,1.85108,0.00075,0.118,20250410,1330
110,Mbabane,,-26.3054482,31.1366715,12.9,-26.25,31.25,256,677,96398.72,10.25912,0.29576,0.008987224,302.257,266.749,294.257,2.152,0.18213,0.9448,0.96844,0.41949,1.31545,0.3463,0.00045,0.072,20250410,1330
111,Medan,,3.5951956,98.6722227,13.7,3.5,98.75,375,893,100863.73,19.13925,4.67075,0.013374156,301.993,269.067,293.993,5.06,0.89442,1.43379,10.10509,0.94879,4.88478,2.98098,0.00581,0.211,20250410,1330
112,Melbourne,,-37.8136276,144.9630576,7.8,-37.75,145.0,210,1041,97721.47,5.34107,0.6443,0.0057026707,290.562,260.107,282.562,1.934,0.3051,0.94834,3.65762,0.5286,0.46688,0.52802,0.00018,0.051,20250410,1330
113,Merida,,20.9673702,-89.5925857,10.5,21.0,-89.688,445,290,102074.06,9.72307,0.03346,0.0014290006,295.074,264.534,287.074,2.673,0.11562,2.3954,0.98762,0.50597,1.37161,1.92343,0.00471,0.108,20250410,1330
800090154,Mexico_City,,19.4116,-99.1522,10.5,19.5,-99.062,439,260,75996.336,1.66069,0.18146,--,283.016,266.328,275.016,0.867,0.27557,2.161,1.97855,2.04154,0.3927,0.08249,0.00613,0.05,20250410,1330
115,Milan,,45.4642035,9.189982,10.7,45.5,9.062,543,606,96456.17,5.73729,0.54904,0.0042620203,289.374,256.06,281.374,2.656,1.11596,2.13443,3.08369,2.75087,1.77633,0.10637,1.31333,0.121,20250410,1330
