Station,Site_Name,Agency_Name,Lat,Lon,SRadius,MERRALat,MERRALon,IDXi,IDXj,PS,QV10m,Q500,Q850,T10m,T500,T850,WIND,BCSMASS,DUSMASS25,OCSMASS,SO2SMASS,SO4SMASS,SSSMASS25,NISMASS25,TOTEXTTAU,UTC_DATE,UTC_TIME
199,Vatican_City,,41.902916,12.453389,11.5,42.0,12.5,529,617,95917.266,5.84659,0.53094,0.0026317155,285.129,255.519,277.129,0.808,0.60509,0.76424,1.91613,0.4392,1.53874,0.27379,2.48361,0.11,20250411,0730
200,Vienna,,48.2081743,16.3738189,10.3,48.25,16.25,554,629,98962.484,5.02563,0.59645,0.002731781,283.363,252.667,275.363,7.996,0.37468,2.6185,1.53943,5.12039,2.11538,0.30468,2.51109,0.149,20250411,0730
418LAO010001,Vientiane,U.S. Department of State Laos - Vientiane,17.896122,102.64,14.3,18.0,102.5,433,905,96643.19,14.63892,3.76694,0.013321664,306.725,268.521,298.725,2.286,2.43482,1.51419,35.93984,2.97528,5.84435,0.09052,0.0033,0.684,20250411,0730
201,Vilnius,,54.6871555,25.2796514,7.3,54.75,25.312,580,658,98507.03,3.2431,0.34307,0.0034012499,272.915,247.653,264.915,2.199,0.39267,2.27711,1.99191,1.04361,2.56177,1.19618,2.76368,0.319,20250411,0730
202,Vladivostok,,43.1332484,131.9112975,13.3,43.25,131.875,534,999,99267.734,5.17711,0.56783,0.0027436507,285.511,249.049,277.511,4.182,0.65332,3.2648,2.21901,2.63754,3.47089,0.29722,0.05731,0.15,20250411,0730
203,Warsaw,,52.2296756,21.0122287,5.6,52.25,20.938,570,644,99468.53,5.37283,0.77978,0.0039154603,279.797,249.427,271.797,6.236,0.54177,2.13645,1.37662,3.36357,2.97808,1.56122,3.54537,0.269,20250411,0730
204,Washington,,38.921848,-77.013176,8.6,47.75,-120.625,517,331,101190.99,5.14693,0.17041,0.0055990275,278.489,248.419,270.489,3.223,1.18033,2.63272,2.66265,22.47502,8.25032,4.69666,1.54094,0.352,20250411,0730
205,Wellington,,-41.2923814,174.7787463,9.0,-41.25,174.688,196,1136,100057.25,8.49038,0.09291,0.0027035144,287.518,255.912,279.518,6.262,0.01253,0.53731,0.14848,0.12045,0.28033,3.96194,0.00047,0.058,20250411,0730
206,Windhoek,,-22.5608807,17.0657549,14.2,-22.5,17.188,271,632,82755.984,6.06096,0.24131,--,291.769,269.376,283.769,2.819,0.05351,3.84342,1.05093,0.52502,0.30806,0.10868,0.00181,0.039,20250411,0730
70119,Winnipeg,,49.9489,-97.3964,12.2,50.0,-97.188,561,265,99467.625,3.50078,0.1358,0.0010566432,271.447,249.827,263.447,1.427,0.54787,0.72828,1.35968,1.40244,0.97864,0.03607,2.04393,0.101,20250411,0730
208,Wuhan,,30.5927599,114.30525,12.3,30.5,114.375,483,943,99649.914,12.65291,2.34529,0.0117665045,301.3,263.435,293.3,4.875,2.15643,2.63818,8.81417,24.19793,9.62219,0.03105,0.05156,0.629,20250411,0730
209,Yaounde,,3.8480325,11.5020752,12.8,3.75,11.562,376,614,93496.72,17.54833,4.68006,0.012573572,295.193,267.637,287.193,0.503,0.53102,28.84141,2.88741,0.00092,0.32208,0.11668,0.00719,0.246,20250411,0730
210,Yekaterinburg,,56.8430993,60.6454086,10.4,56.75,60.625,588,771,97942.56,2.98869,1.13591,0.0012115833,272.761,251.903,264.761,0.699,0.0826,0.89947,0.53698,14.11763,2.44207,0.04098,0.12722,0.265,20250411,0730
051YER010001,Yerevan,U.S. Department of State Armenia - Yerevan,40.16515,44.48171,13.8,40.25,44.375,522,719,78333.61,3.12436,0.15133,--,275.397,248.14,267.397,5.408,0.07827,1.80007,0.29121,0.55856,1.90174,0.22274,0.30061,0.078,20250411,0730
212,Yokohama,,35.4436739,139.6379639,7.7,35.5,139.688,503,1024,100538.42,8.49224,0.79455,0.0065118885,291.702,253.28,283.702,2.992,0.75992,7.7206,2.72564,11.21362,4.8283,2.46224,0.05078,0.388,20250411,0730
213,Zagreb,,45.8150108,15.9819189,8.0,45.75,15.938,544,628,99373.61,4.62808,0.2818,0.0024578003,283.296,255.075,275.296,3.583,0.49239,2.19431,1.30371,6.60903,2.50912,0.22288,0.81021,0.108,20250411,0730
214,Erbil,U.S. Consulate General Erbil,36.22663,43.9905,0.0,36.22,43.99,506,718,90044.7,3.81024,0.31065,0.0032708962,287.964,252.08,279.964,3.566,0.088,14.37861,0.47578,2.06961,1.98987,0.49832,0.00039,0.151,20250411,0730
384CI1010001,Abidjan,U.S. Department of State Ivory Coast - Abidjan,5.3599517,-4.0082563,13.6,5.25,-4.062,382,564,100336.97,18.37661,3.13663,0.011932379,303.666,269.128,295.666,2.538,0.64581,22.03713,3.39662,0.72708,0.80247,3.32017,0.00087,0.356,20250411,1030
AD1010001,Abu_Dhabi,U.S. Department of State UAE - Abu Dhabi,24.42431,54.433874,5.1,24.5,54.375,459,751,100243.87,10.81308,0.30343,0.0018473464,303.488,266.222,295.488,5.603,0.17212,12.45025,1.29843,1.61015,2.51651,1.4038,0.00163,0.286,20250411,1030
1,Abuja,U.S. Department of State Nigeria - Abuja,9.041648,7.477374,14.0,9.0,7.5,397,601,95165.766,14.95901,2.60596,0.013545017,304.841,268.718,296.841,1.171,2.27167,46.76577,10.82993,0.47397,1.20492,0.73221,0.00126,0.837,20250411,1030
288GH1010001,Accra,U.S. Department of State Ghana - Accra,5.580642,-0.170724,18.1,5.5,-0.312,383,576,100302.375,17.79443,2.05403,0.013026828,304.261,269.156,296.261,3.235,0.51141,21.97039,2.41081,1.56797,0.65437,2.28877,0.00044,0.469,20250411,1030
2,Adana,,36.9914194,35.3308285,1.9,37.0,35.312,509,690,98993.91,5.84818,0.61035,0.0049109207,289.392,247.084,281.392,3.954,0.22348,1.70464,0.67267,7.58985,4.49558,1.54447,0.03176,0.289,20250411,1030
231AA1010001,Addis_Ababa,U.S. Department of State Ethiopia - Addis Ababa,9.058498,38.761641,13.4,9.0,38.75,397,701,73579.38,5.06144,2.7647,--,298.662,266.425,290.662,0.84,0.33522,3.55983,1.69099,0.09777,0.94005,0.05208,1e-05,0.11,20250411,1030
4,Alexandria,,31.2000924,29.9187387,9.5,31.25,30.0,486,673,101511.09,7.55353,0.35371,0.004831292,290.249,252.326,282.249,7.92,0.09516,1.46917,0.41319,0.17919,2.75392,2.08938,0.01564,0.137,20250411,1030
012ALG010001,Algiers,U.S. Department of State Algeria - Algiers,36.755798,3.039114,5.9,36.75,3.125,508,587,101516.234,10.69055,1.5807,0.0043345676,290.75,258.906,282.75,8.841,0.26893,5.93924,1.23479,2.9099,3.00939,4.97231,0.19875,0.478,20250411,1030
398KZ1010001,Almaty,U.S. Department of State Kazakhstan - Almaty,43.252855,76.93118,3.7,43.25,76.875,534,823,93374.41,5.50815,0.06172,0.0037040203,298.783,255.019,290.783,6.922,0.12179,10.95111,0.59822,1.00723,1.36226,0.00985,0.0,0.152,20250411,1030
400JOR010001,Amman,U.S. Department of State Jordan - Amman,31.945021,35.880501,5.7,32.0,35.938,489,692,93360.59,3.88912,0.46209,0.0036568919,289.788,254.232,281.788,6.052,0.06369,2.49386,0.30172,1.65721,2.14344,0.781,0.0167,0.12,20250411,1030
5,Amsterdam,,52.3675734,4.9041389,14.6,52.25,5.0,570,593,102214.734,7.11012,0.3306,0.001191977,285.537,255.148,277.537,3.68,0.57278,3.00214,1.39708,6.42016,2.59064,0.93603,1.29225,0.136,20250411,1030
6,Ankara,,39.9333635,32.8597419,8.4,40.0,32.812,521,682,87704.625,2.02319,0.05105,0.001766595,271.441,240.249,263.441,6.233,0.08135,0.13617,0.24701,0.1851,0.62462,0.47817,0.41657,0.094,20250411,1030
450MAD010001,Antananarivo,U.S. Department of State Madagascar- Antananarivo,-18.90848,47.53751,13.5,-19.0,47.5,285,729,86787.0,12.89551,2.47711,0.012178289,297.809,267.971,289.809,1.056,0.10738,0.05579,1.37223,0.0286,0.15193,0.34469,4e-05,0.036,20250411,1030
7,Antwerp,,51.2213404,4.4051485,3.8,51.25,4.375,566,591,102194.734,6.26657,0.28995,0.0016239914,287.514,255.495,279.514,3.7,0.54231,2.50419,1.37071,8.82123,2.61246,0.40307,1.31044,0.144,20250411,1030
8,Apia,,-13.8506958,-171.7513551,17.4,-13.75,-171.875,306,27,101072.77,19.20881,2.50836,0.011818355,302.593,268.016,294.593,7.225,0.00499,0.05486,0.03099,0.02635,0.23268,7.60361,2e-05,0.073,20250411,1030
795ABT010001,Ashgabat,"U.S. Department of State - Ashgabat, Turkmenistan",37.9415,58.3879,10.7,38.0,58.438,513,764,99086.61,6.97064,1.3768,0.0063034357,302.89,261.853,294.89,7.692,0.09677,125.75505,0.58455,0.90501,2.36613,0.02995,5e-05,0.672,20250411,1030
9,Asmara,,15.3228767,38.9250517,16.8,15.25,39.062,422,702,96664.375,15.76244,0.78091,0.013621833,304.185,268.897,296.185,7.43,0.36221,14.34957,2.2929,0.88671,4.01342,6.96895,0.01093,0.333,20250411,1030
600PAR010001,Asuncion,U.S. Department of State Paraguay - Asuncion,-25.293536,-57.60395,7.8,-25.25,-57.5,260,393,100325.734,9.61446,0.41889,0.008710284,290.881,268.129,282.881,2.203,0.27887,3.12868,4.45271,0.17859,0.51462,0.21675,0.00821,0.09,20250411,1030
11,Athens,,37.9838096,23.7275388,2.7,38.0,23.75,513,653,100773.63,3.97994,0.57655,0.002800149,287.033,253.299,279.033,5.097,0.18599,1.7298,0.73036,1.95473,1.59704,0.71631,0.00177,0.102,20250411,1030
12,Auckland,,-36.8508827,174.7644881,13.1,-36.75,174.688,214,1136,103043.7,9.29855,0.41237,0.005832737,292.496,256.948,284.496,3.675,0.0102,0.37446,0.12483,0.12329,0.24804,4.06968,0.00025,0.048,20250411,1030
368IRQ010001,Baghdad,U.S. Department of State Iraq - Baghdad,33.3128,44.3615,7.3,33.25,44.375,494,719,100255.1,3.11325,0.21744,0.0026593981,300.517,259.212,292.517,4.707,0.09418,29.882,0.37464,5.22045,2.65296,0.37862,0.04154,0.226,20250411,1030
031AZE010001,Baku,U.S. Department of State Azerbaijan - Baku,40.386992,49.842946,15.1,40.5,50.0,523,736,101505.22,5.29456,0.11834,0.0042357347,281.464,252.502,273.464,5.247,0.09773,4.17643,0.53773,0.02099,2.48205,0.05987,0.27647,0.199,20250411,1030
466ML1010001,Bamako,U.S. Department of State Mali - Bamako,12.632524,-8.036911,18.1,12.75,-8.125,412,551,96680.92,7.38855,3.1003,0.005727878,308.324,268.334,300.324,4.486,0.65251,22.99019,5.59627,0.23391,0.54489,0.30808,0.00015,0.268,20250411,1030
14,Bandar_Seri_Begawan,,4.9030522,114.939821,12.7,5.0,115.0,381,945,100804.93,18.31629,3.0544,0.012270158,301.369,269.189,293.369,3.168,0.16805,0.3655,1.23916,0.82008,1.20853,1.11027,0.00022,0.062,20250411,1030
TPCD0052T,Bangkok,,13.727622,100.486568,13.3,13.75,100.625,416,899,100413.88,18.44387,3.08125,0.014255472,303.554,269.631,295.554,3.841,1.66445,1.37755,19.74652,5.65224,3.46295,1.02775,0.01061,0.348,20250411,1030
16,Bangui,,4.3946735,18.5581899,17.8,4.5,18.438,379,636,95630.55,15.24751,3.9688,0.013973442,304.47,267.266,296.47,0.893,0.26638,13.80383,3.56047,0.17314,0.47437,0.02477,5e-05,0.164,20250411,1030
070BH2010001,Banja_Luka,U.S. Department of State Bosnia Herzegovina - Banja Luka,44.7725,17.185556,2.5,44.75,17.188,540,632,99813.03,5.75432,0.34268,0.003828923,289.433,254.228,281.433,4.077,0.25911,2.25355,0.86289,1.4034,1.58865,0.11888,0.10882,0.105,20250411,1030
18,Banjul,,13.454375,-16.5753186,5.3,13.5,-16.562,415,524,100926.57,8.97165,1.76404,0.00618673,299.523,267.585,291.523,4.067,0.14162,6.71441,0.66114,0.18754,0.51117,0.92632,0.0007,0.257,20250411,1030
19,Barcelona,,41.3873974,2.168568,12.6,41.5,2.188,527,584,97174.84,6.7508,1.79868,0.0038732423,289.297,257.56,281.297,2.612,0.29705,2.15179,1.19768,1.4309,2.09649,0.83189,0.09705,0.177,20250411,1030
156BJ1010001,Beijing,U.S. Department of State China - Beijing,39.953352,116.466258,17.0,40.0,116.562,521,950,97891.2,4.16696,0.39,0.0026647053,297.746,250.681,289.746,4.42,2.09132,21.89381,3.94146,16.03375,2.75534,0.00472,3e-05,0.32,20250411,1030
20,Beirut,,33.8937913,35.5017767,16.4,34.0,35.625,497,691,86860.59,4.84661,0.21938,0.004576234,280.374,251.536,272.374,4.367,0.06437,0.74763,0.22279,6.19013,2.71097,1.34124,0.01562,0.123,20250411,1030
21,Belfast,,54.597285,-5.93012,10.8,54.5,-5.938,579,558,102083.54,6.05482,0.2194,0.0014470095,286.708,256.631,278.708,2.164,0.53979,3.6921,1.55537,3.54131,2.01111,0.56725,0.18584,0.135,20250411,1030
22,Belgrade,,44.8125449,20.4612299,13.6,44.75,20.312,540,642,100518.266,4.3832,1.06881,0.0039827414,287.65,252.181,279.65,7.149,0.27094,2.08049,0.97872,4.37753,2.34946,0.27312,0.75272,0.247,20250411,1030
084BZ1010001,Belmopan,U.S. Department of State Belize - Belmopan,17.256124,-88.773876,1.0,17.25,-88.75,430,293,101600.39,12.74422,0.22908,0.010035088,292.783,266.769,284.783,0.547,0.1464,1.74844,3.42674,0.64152,1.4619,2.86969,0.00676,0.215,20250411,1030
24,Berlin,,52.5200066,13.404954,3.1,52.5,13.438,571,620,100599.625,5.70665,1.10333,0.005592024,286.302,252.285,278.302,7.286,0.32026,2.22064,1.48358,1.64664,1.68506,1.02862,1.3675,0.185,20250411,1030
25,Bern,,46.9479739,7.4474468,7.0,47.0,7.5,549,601,95204.0,4.26612,0.40645,0.003308998,289.275,256.155,281.275,0.146,0.35457,3.92863,1.08959,1.1703,1.06804,0.07999,0.26376,0.08,20250411,1030
417BI1010001,Bishkek,U.S. Department of State Kyrgyzstan - Bishkek,42.827626,74.58384,16.9,42.75,74.688,532,816,90065.07,5.27877,0.07064,0.0034632129,298.774,257.951,290.774,3.931,0.07588,6.8375,0.3713,2.02068,1.29641,0.01634,0.00086,0.12,20250411,1030
BG1010001,Bogota,U.S. Department of State Colombia - Bogota,4.637735,-74.094856,4.5,4.75,-74.062,380,340,72973.3,9.82782,4.92726,--,282.848,268.058,274.848,1.026,0.1484,0.26658,1.1673,1.54796,0.17045,0.02724,0.05009,0.024,20250411,1030
26,Bordeaux,,44.837789,-0.57918,10.4,44.75,-0.625,540,575,101289.375,7.34133,1.06462,0.0020297696,292.834,256.611,284.834,5.794,0.48102,2.08028,2.06259,0.82044,1.52512,0.28718,0.05726,0.171,20250411,1030
27,Brasilia,,-15.7975154,-47.8918874,10.0,-15.75,-47.812,298,424,90242.125,14.52929,2.00831,0.012698213,292.97,268.163,284.97,2.074,0.17075,0.61097,4.52617,0.27874,0.40948,0.40913,0.05546,0.071,20250411,1030
28,Bratislava,,48.1485965,17.1077478,12.7,48.25,17.188,554,632,98387.19,4.77973,0.93079,0.0034531096,287.732,251.349,279.732,8.853,0.28082,4.60785,1.2374,1.04318,1.22721,0.44233,0.86204,0.15,20250411,1030
29,Brazzaville,,-4.2633597,15.2428853,7.9,-4.25,15.312,344,626,94808.39,16.18659,4.46448,0.014552064,300.823,267.156,292.823,1.924,0.56698,18.41907,4.75304,0.38074,0.70103,0.2826,0.00076,0.152,20250411,1030
30,Bridgetown,,13.1059816,-59.6131741,14.3,13.0,-59.688,413,386,101327.016,17.48373,1.28432,0.010474599,299.722,267.507,291.722,6.894,0.34438,15.89229,2.80023,0.15304,0.99192,9.94156,0.00026,0.256,20250411,1030
31,Brussels,,50.8476424,4.3571696,10.9,50.75,4.375,564,591,102048.58,6.22206,0.34331,0.0022173168,285.93,255.597,277.93,2.202,0.63598,2.22847,1.14446,6.19054,1.92114,0.30271,1.44755,0.134,20250411,1030
32,Bucharest,,44.4267674,26.1025384,14.3,44.5,26.25,539,661,100390.97,2.68596,0.67338,0.0024335007,281.268,248.578,273.268,4.605,0.28107,1.67577,1.0968,2.78995,2.82767,0.55293,0.66299,0.248,20250411,1030
33,Budapest,,47.497912,19.040235,1.7,47.5,19.062,551,638,98744.266,4.40657,0.94483,0.0028949194,285.81,251.376,277.81,8.177,0.45432,3.1396,1.66266,2.79865,1.49681,0.4789,2.73451,0.198,20250411,1030
032BAA010002,Buenos_Aires,U.S. Department of State Argentina - Buenos Aires,-34.6036844,-58.3815591,12.6,-34.5,-58.438,223,390,101483.36,12.67399,0.75859,0.009282062,292.586,261.442,284.586,7.02,0.02644,0.19661,0.64023,0.03297,0.57279,7.88508,0.14044,0.108,20250411,1030
34,Bujumbura,,-3.361378,29.3598782,12.5,-3.25,29.375,348,671,82206.02,13.88633,3.95128,--,296.131,268.148,288.131,1.933,1.49358,1.65873,5.78647,0.42375,0.53553,0.09512,0.00049,0.151,20250411,1030
35,Busan,,35.1795543,129.0756416,7.9,35.25,129.062,502,990,100381.88,6.98944,0.25777,0.0019421405,285.95,252.808,277.95,1.363,2.61058,5.25635,5.8086,55.89975,9.906,1.03298,0.77218,0.181,20250411,1030
818EGY010001,Cairo,U.S. Department of State Egypt - Cairo,30.04147,31.23289,5.1,30.0,31.25,481,677,100029.09,4.15249,0.3232,0.0039889594,294.392,254.991,286.392,4.946,0.09079,3.02077,0.31618,5.33807,1.71619,0.42159,0.0008,0.121,20250411,1030
CC0090222,Calgary,,51.0814,-114.1403,5.0,51.0,-114.062,565,212,89251.83,4.22915,0.03423,0.0040765554,279.734,254.422,271.734,3.298,0.8713,4.07289,2.23206,10.95779,1.13448,0.09319,0.03932,0.091,20250411,1030
38,Canberra,,-35.2809368,149.1300092,7.0,-35.25,149.062,220,1054,94568.58,5.54083,0.44356,0.0041519576,290.212,259.51,282.212,3.308,0.34945,0.61357,4.34381,4.57197,0.81085,0.45237,0.00114,0.058,20250411,1030
39,Cape_Town,,-33.9248685,18.4240553,8.4,-34.0,18.438,225,636,99525.97,7.74774,0.83137,0.005195144,301.172,265.195,293.172,3.703,0.32579,0.79378,1.32645,1.33954,0.79706,0.35846,6e-05,0.043,20250411,1030
40,Caracas,,10.4805937,-66.9036063,3.8,10.5,-66.875,403,363,100656.08,18.31384,1.53549,0.012768243,298.742,267.698,290.742,4.929,0.18741,10.36704,1.67149,0.14362,1.72259,11.18306,0.00599,0.209,20250411,1030
41,Cartagena,,10.3932277,-75.4832311,19.5,10.5,-75.625,403,335,100646.766,16.94894,4.28278,0.013456963,298.999,268.664,290.999,2.126,0.17256,5.30412,1.26859,0.22447,1.74743,1.73622,0.00277,0.13,20250411,1030
42,Casablanca,,33.5731104,-7.5898434,11.6,33.5,-7.5,495,553,99655.51,10.23297,1.75249,0.0073093986,293.454,256.748,285.454,2.409,0.09987,18.28754,0.24785,10.17094,3.45834,1.32284,0.1194,0.343,20250411,1030
43,CATANO,,18.4465,66.1356,13.5,18.5,66.25,435,789,100571.95,19.64219,0.65077,0.0032937643,301.534,264.909,293.534,7.047,0.72434,0.66751,4.17971,0.41783,4.75507,9.76065,0.00237,0.33,20250411,1030
44,Ceiba__Vega_Baja,,18.4425245,-66.3562141,12.9,18.5,-66.25,435,365,101494.34,16.2757,2.93477,0.008772645,299.407,266.2,291.407,5.303,0.1789,10.02232,1.41956,0.38292,0.67941,5.34409,0.00035,0.13,20250411,1030
356DS1010002,Chennai,U.S. Department of State India - Chennai,13.08784,80.278475,10.2,13.0,80.312,413,834,100317.18,19.9639,2.16236,0.010798447,303.341,266.785,295.341,5.253,2.45677,4.03903,13.28038,33.05376,35.82772,4.69428,0.08792,0.782,20250411,1030
45,Chiang_Mai,,18.7883439,98.9853008,9.2,18.75,99.062,436,894,91480.36,13.72162,3.63546,0.013107795,301.015,269.416,293.015,1.077,1.01367,0.67871,13.22156,0.64693,2.62274,0.36517,0.00447,0.295,20250411,1030
498MLD010001,Chisinau,U.S. Department of State Moldova - Chisinau,47.021561,28.81938,8.7,47.0,28.75,549,669,99311.55,1.83714,0.49327,0.0014221971,279.548,246.431,271.548,8.737,0.08123,0.48314,0.30093,0.27907,0.297,0.25282,0.78054,0.074,20250411,1030
46,Ciudad_Juarez,,31.6903638,-106.4245478,14.6,31.75,-106.562,488,236,87619.75,4.52978,0.32562,0.0034069368,290.708,260.327,282.708,7.779,0.22585,7.02141,1.78464,0.50162,0.71826,0.04081,2e-05,0.077,20250411,1030
144CMB010001,Colombo,U.S. Department of State Sri Lanka - Colombo,6.909445,79.875341,17.3,7.0,80.0,389,833,98276.22,19.71908,0.89852,0.014975719,300.236,269.544,292.236,1.035,1.45022,2.59015,8.82489,4.31806,6.48103,7.80496,0.04455,0.583,20250411,1030
324GN1010001,Conakry,U.S. Department of State Guinea - Conakry,9.5951,-13.6364,19.6,9.75,-13.438,399,533,99786.21,14.81096,4.07978,0.011200808,304.061,267.556,296.061,0.537,2.15711,25.35662,21.23874,1.38331,1.76136,0.87378,0.00241,0.472,20250411,1030
47,Copenhagen,,55.6760968,12.5683372,9.3,55.75,12.5,584,617,100571.086,6.03563,0.37104,0.0044404874,282.237,251.201,274.237,5.726,0.22412,1.46224,0.99032,0.99708,1.94811,3.71421,0.72496,0.143,20250411,1030
48,Cotonou,,6.3702928,2.3912362,18.0,6.25,2.5,386,585,100698.375,19.1136,3.0306,0.01438033,303.813,268.605,295.813,3.366,0.73196,30.4687,3.22208,0.35471,0.7867,4.74441,0.00071,0.548,20250411,1030
49,CULEBRA,,29.4874353,-98.6681378,8.0,29.5,-98.75,479,261,98074.57,9.00885,0.35157,0.0067538824,290.436,259.914,282.436,1.111,2.12196,2.78278,11.67567,3.92721,1.38755,0.98883,0.03448,0.141,20250411,1030
531CUR010001,Curacao,U.S. Department of State Curacao,12.16957,-68.99002,11.9,12.25,-69.062,410,356,101160.86,18.67944,1.87097,0.011626514,300.018,267.166,292.018,7.574,0.15292,9.04132,1.19099,0.1838,1.22125,12.88757,0.00096,0.196,20250411,1030
686SEN010001,Dakar,U.S. Department of State Senegal - Dakar,14.744791,-17.526484,5.1,14.75,-17.5,420,521,101252.32,13.12967,1.87992,0.0044457978,292.551,266.613,284.551,5.109,0.02859,0.66081,0.21321,0.50336,0.55118,4.78258,0.00807,0.225,20250411,1030
51,Dar_es_Salaam,,-6.792354,39.2083284,16.8,-6.75,39.062,334,702,100823.06,19.52696,1.33047,0.013342263,301.414,269.431,293.414,3.137,0.15322,0.14742,0.83092,0.18822,0.44886,5.46353,0.00021,0.061,20250411,1030
682DRN010000,Dhahran,U.S. Department of State Saudi Arabia - Dhahran,26.2361248,50.0393017,4.2,26.25,50.0,466,737,100279.33,16.89554,2.67157,0.0055629015,296.902,263.391,288.902,2.556,0.12292,14.39452,0.91928,0.24638,3.01594,2.14187,0.01995,0.653,20250411,1030
DK1010001,Dhaka,U.S. Department of State Bangladesh - Dhaka,23.796374,90.424614,12.2,23.75,90.312,456,866,99981.33,11.49977,2.25978,0.010929586,309.255,265.573,301.255,2.011,1.27608,0.65497,15.74352,1.89118,2.76052,0.32406,0.00048,0.581,20250411,1030
52,Dili,,-8.5568557,125.5603143,9.5,-8.5,125.625,327,979,100667.83,18.991,4.79567,0.012280122,301.675,269.3,293.675,5.26,0.13954,2.73839,1.87302,0.42768,1.46037,4.17699,0.0005,0.096,20250411,1030
53,Djibouti_City,,11.5720765,43.1456475,8.3,11.5,43.125,407,715,100582.914,19.09049,0.29664,0.009460708,300.341,269.771,292.341,3.01,0.3412,2.28311,2.12952,0.09509,3.3855,3.02198,0.00152,0.207,20250411,1030
634QA1010001,Doha,U.S. Department of State Qatar - Doha,25.3337,51.22953,5.1,25.25,51.562,462,741,100135.33,11.29556,0.28953,0.0042380113,303.15,266.163,295.15,5.877,0.36871,43.39649,1.94428,4.4637,6.28285,1.39427,0.00437,0.48,20250411,1030
55,Douala,,4.0510564,9.7678687,10.6,4.0,9.688,377,608,99854.78,18.78977,4.41153,0.013084179,301.191,268.383,293.191,0.364,0.43139,32.1091,2.37155,0.2017,0.42933,0.17539,0.00056,0.402,20250411,1030
784DB1010001,Dubai,U.S. Department of State UAE - Dubai,25.258481,55.309165,6.5,25.25,55.312,462,754,100088.83,10.72682,0.42165,0.0030637318,304.382,266.139,296.382,5.884,0.40571,16.62065,1.68123,3.11858,4.26085,1.26479,0.00189,0.233,20250411,1030
56,Dublin,,53.3498053,-6.2603097,11.1,53.25,-6.25,574,557,102371.39,6.70405,0.13456,0.0014652626,285.544,257.169,277.544,1.551,1.20698,3.19896,3.70083,4.99225,2.15199,0.44065,0.41218,0.135,20250411,1030
57,Durban,,-29.8586804,31.0218404,14.6,-29.75,30.938,242,676,101133.305,12.22968,0.14314,0.009875124,295.366,265.123,287.366,2.522,0.18865,0.28461,0.77465,0.73269,0.60738,5.32059,0.00316,0.188,20250411,1030
762DUS010001,Dushanbe,U.S. Department of State Tajikistan - Dushanbe,38.557671,68.775917,7.4,38.5,68.75,515,797,79261.24,5.05715,0.12991,--,289.415,261.775,281.415,1.162,0.05547,2.17136,0.26839,0.13738,0.20286,0.01364,1e-05,0.11,20250411,1030
58,Dusseldorf,,51.2277411,6.7734556,7.5,51.25,6.875,566,599,101125.7,5.7709,0.2856,0.0013245377,281.412,255.127,273.412,4.184,0.72512,1.71157,1.6572,10.10179,2.71796,0.20673,1.98346,0.163,20250411,1030
59,Edinburgh,,55.953252,-3.188267,6.5,56.0,-3.125,585,567,101319.88,5.49029,0.15035,0.0014912656,286.657,256.272,278.657,6.429,0.55563,6.42885,1.94779,10.11013,3.04519,0.81401,0.14999,0.139,20250411,1030
60,Florence,,43.7695604,11.2558136,2.2,43.75,11.25,536,613,95357.516,6.57927,0.15536,0.004703731,287.767,256.065,279.767,2.836,0.72542,1.20445,2.18407,1.1644,1.6966,0.29325,0.6767,0.102,20250411,1030
61,Frankfurt_am_Main,,50.1109221,8.6821267,13.3,50.0,8.75,561,605,99465.09,5.1608,0.4087,0.001340946,285.973,254.847,277.973,1.944,0.40848,2.94433,1.02168,4.55759,1.41759,0.3161,0.88026,0.108,20250411,1030
62,Freetown,,8.4656765,-13.2317225,12.3,8.5,-13.125,395,535,100670.81,15.96297,4.21885,0.012568735,304.046,268.385,296.046,1.176,1.89559,27.14011,18.4045,1.21106,1.23518,1.38036,0.00103,0.446,20250411,1030
63,Fukuoka,,33.5901838,130.4016888,13.0,33.5,130.312,495,994,100106.125,8.00881,0.11789,0.0017003769,285.476,253.276,277.476,1.493,1.09921,3.70896,4.35856,4.82567,7.05984,1.53117,0.39571,0.215,20250411,1030
64,Gaborone,,-24.6282079,25.9231471,13.6,-24.75,25.938,262,660,90689.664,12.04899,0.12236,0.010907436,299.805,265.19,291.805,3.208,0.17755,1.35423,1.35795,3.23404,3.81704,0.58104,0.00363,0.114,20250411,1030
65,Gaziantep,,37.065953,37.37811,13.1,37.0,37.5,509,697,93287.91,3.84928,0.7515,0.003648971,287.627,248.098,279.627,5.113,0.14003,2.89971,0.55944,0.91143,2.41466,0.474,0.00541,0.191,20250411,1030
66,Geneva,,46.2043907,6.1431577,9.7,46.25,6.25,546,597,94630.32,4.27784,0.11665,0.0029890542,287.6,256.713,279.6,0.351,0.42472,4.5033,1.16325,1.24694,0.96613,0.11499,0.43979,0.069,20250411,1030
67,Georgetown,,6.8012793,-58.1551255,6.6,6.75,-58.125,388,391,101184.914,17.89338,1.00388,0.012434479,300.281,269.344,292.281,7.214,0.24127,14.63684,1.92725,0.0552,0.88657,11.48064,0.00054,0.261,20250411,1030
68,Guadalajara,,20.6596988,-103.3496092,13.6,20.75,-103.438,444,246,83275.33,3.09004,0.34716,--,287.144,264.214,279.144,2.279,0.25656,2.49383,1.8482,1.85903,0.62309,0.05363,3e-05,0.062,20250411,1030
